UNFRMD_S,S,RANK_SUBCA,UNFRMD_SRVC_OCCPTN_TX,J,JDL_RCRD_CHNG_DT,JDL,BLANK
 92Z,A,E,Senior Non-Commissioned Logitician,, 2000-01-12 00:00:00,JDL, 
 9300,A,O,"Strategic Intelligence Staff Officer (G2, J2)",, 2000-01-12 00:00:00,JDL, 
 9301,A,O,"Tactical Intelligence Staff Officer (G2, S2)",, 2000-01-12 00:00:00,JDL, 
 9303,A,O,Army Attache,, 2000-01-12 00:00:00,JDL, 
 9305,A,O,Psychological Operations Officer,, 2000-01-12 00:00:00,JDL, 
 9307,A,O,Installation Intelligence Officer,, 2000-01-12 00:00:00,JDL, 
 9309,A,O,Aerial Surveillance Officer,, 2000-01-12 00:00:00,JDL, 
 9310,A,O,Inspector General,, 2000-01-12 00:00:00,JDL, 
 9330,A,O,Translation Officer (Designated Language),, 2000-01-12 00:00:00,JDL, 
 9332,A,O,Interpreter,, 2000-01-12 00:00:00,JDL, 
 9335,A,O,Censorship Officer,, 2000-01-12 00:00:00,JDL, 
 93A,A,O,"Adjutant General, General",, 2000-01-12 00:00:00,JDL, 
 93B,A,E,Aeroscout Observer,, 2000-01-12 00:00:00,JDL, 
 93B,A,O,Property Disposal Officer,, 2000-01-12 00:00:00,JDL, 
 93C,A,E,Air Traffic Control Operator,, 2000-01-12 00:00:00,JDL, 
 93C,A,O,Laundry & Bath Officer,, 2000-01-12 00:00:00,JDL, 
 93D,A,E,Air Traffic Controller (ATC) Equipment Repairer,, 2000-01-12 00:00:00,JDL, 
 93D,A,O,Memorial Activities Officer,, 2000-01-12 00:00:00,JDL, 
 93E,A,E,Meteorological Observer,, 2000-01-12 00:00:00,JDL, 
 93E,A,O,Army Exchange Officer,, 2000-01-12 00:00:00,JDL, 
 93F,A,E,Field Artillery Meteorological Crewmember,, 2000-01-12 00:00:00,JDL, 
 93H,A,E,Air Traffic Control Tower Operator,, 2000-01-12 00:00:00,JDL, 
 93J,A,E,Air Traffic Control Radar Controller,, 2000-01-12 00:00:00,JDL, 
 93K,A,E,ATC Approach Control/Enroute Specialist,, 2000-01-12 00:00:00,JDL, 
 93L,A,E,ATC Chief,, 2000-01-12 00:00:00,JDL, 
 93P,A,E,Aviation Operations Specialist,, 2000-01-12 00:00:00,JDL, 
 9414,A,O,Fire Protection Officer,, 2000-01-12 00:00:00,JDL, 
 941A,A,W,Food Service Technician,, 2000-01-12 00:00:00,JDL, 
 94A,A,E,Food Service Helper,, 2000-01-12 00:00:00,JDL, 
 94B,A,E,Food Service Specialist,, 2000-01-12 00:00:00,JDL, 
 94D,A,E,Baker,, 2000-01-12 00:00:00,JDL, 
 94F,A,E,Hospital Food Service Specialist,, 2000-01-12 00:00:00,JDL, 
 94Z,A,E,Food Service Supervisor,, 2000-01-12 00:00:00,JDL, 
 950,A,O,***** Dummy Officer Entry For DMDC Matching *****,, 2000-01-12 00:00:00,JDL, 
 9511,A,O,Camouflage Officer,, 2000-01-12 00:00:00,JDL, 
 951A,A,W,Criminal Investigator,, 2000-01-12 00:00:00,JDL, 
 951C,A,W,Questioned Document Examiner,, 2000-01-12 00:00:00,JDL, 
 951D,A,W,Firearms & Toolmark Examiner,, 2000-01-12 00:00:00,JDL, 
 951E,A,W,Latent Fingerprint Examiner,, 2000-01-12 00:00:00,JDL, 
 951F,A,W,Forensic Photographer,, 2000-01-12 00:00:00,JDL, 
 951G,A,W,Forensic Chemist,, 2000-01-12 00:00:00,JDL, 
 95A,A,O,"Transportation, General",, 2000-01-12 00:00:00,JDL, 
 95B,A,E,Military Police,, 2000-01-12 00:00:00,JDL, 
 95B,A,O,Traffic Management,, 2000-01-12 00:00:00,JDL, 
 95C,A,E,Internment/Resettlement Specialist,, 2000-01-12 00:00:00,JDL, 
 95C,A,O,Marine & Terminal Operations Officer,, 2000-01-12 00:00:00,JDL, 
 95D,A,E,CID Special Agent,, 2000-01-12 00:00:00,JDL, 
 95D,A,O,Motor/Rail Transportation Officer,, 2000-01-12 00:00:00,JDL, 
 95E,A,O,Transportation Manager,, 2000-01-12 00:00:00,JDL, 
 9600,A,O,General Electronics Warfare Cryptologic Officer,, 2000-01-12 00:00:00,JDL, 
 9601,A,O,Cryptanalytic Officer,, 2000-01-12 00:00:00,JDL, 
 9604,A,O,Language Officer,, 2000-01-12 00:00:00,JDL, 
 9610,A,O,Electronic Warfare Officer,, 2000-01-12 00:00:00,JDL, 
 961A,A,W,Attache Technician,, 2000-01-12 00:00:00,JDL, 
 9620,A,O,Signal Intelligence Officer,, 2000-01-12 00:00:00,JDL, 
 962A,A,W,Image Interpretation Technician,, 2000-01-12 00:00:00,JDL, 
 9630,A,O,Signal Security Officer,, 2000-01-12 00:00:00,JDL, 
 963A,A,W,Interrogation Technician,, 2000-01-12 00:00:00,JDL, 
 9640,A,O,Electronic Warfare Cryptologic Staff Officer,, 2000-01-12 00:00:00,JDL, 
 964A,A,W,Order of Battle Technician,, 2000-01-12 00:00:00,JDL, 
 9666,A,O,Counterintelligence Officer,, 2000-01-12 00:00:00,JDL, 
 9668,A,O,Area Intelligence Officer,, 2000-01-12 00:00:00,JDL, 
 96B,A,E,Intelligence Analyst,, 2000-01-12 00:00:00,JDL, 
 96C,A,E,Interrogator,, 2000-01-12 00:00:00,JDL, 
 96D,A,E,Imagery Analyst,, 2000-01-12 00:00:00,JDL, 
 96F,A,E,Psychological Operations Specialist,, 2000-01-12 00:00:00,JDL, 
 96H,A,E,Imagery Ground Station Operator,, 2000-01-12 00:00:00,JDL, 
 96R,A,E,Ground Surveillance Systems Operator,, 2000-01-12 00:00:00,JDL, 
 96U,A,E,Unmanned Aerial Vehicle Operator,, 2000-01-12 00:00:00,JDL, 
 96Z,A,E,Intelligence Senior Sergeant,, 2000-01-12 00:00:00,JDL, 
 970,A,O,***** Dummy Officer Entry For DMDC Matching *****,, 2000-01-12 00:00:00,JDL, 
 971A,A,W,Counterintelligence Technician,, 2000-01-12 00:00:00,JDL, 
 972A,A,W,Area Intelligence Technician,, 2000-01-12 00:00:00,JDL, 
 973A,A,W,Interrogation Technician,, 2000-01-12 00:00:00,JDL, 
 97A,A,O,Contracting and Industrial Management Officer,, 2000-01-12 00:00:00,JDL, 
 97B,A,E,Counterintelligence Agent,, 2000-01-12 00:00:00,JDL, 
 97B,A,O,Contracting Management Officer,, 2000-01-12 00:00:00,JDL, 
 97C,A,E,Area Intelligence Specialist,, 2000-01-12 00:00:00,JDL, 
 97C,A,O,Industrial Management Officer,, 2000-01-12 00:00:00,JDL, 
 97D,A,E,Military Intelligence Coordinator,, 2000-01-12 00:00:00,JDL, 
 97E,A,E,Interrogator,, 2000-01-12 00:00:00,JDL, 
 97G,A,E,Multi-Discipline Counter-Intelligence Operator/Analyst,, 2000-01-12 00:00:00,JDL, 
 97L,A,E,Translator/Interpreter,, 2000-01-12 00:00:00,JDL, 
 97Z,A,E,"Counterintelligence/Human Intelligence, Senior Sergeant",, 2000-01-12 00:00:00,JDL, 
 982A,A,W,Traffic Analysis Technician,, 2000-01-12 00:00:00,JDL, 
 983A,A,W,Emanations Analysis Technician,, 2000-01-12 00:00:00,JDL, 
 984A,A,W,Morse Intercept Technician,, 2000-01-12 00:00:00,JDL, 
 985A,A,W,Non-Morse Intercept Technician,, 2000-01-12 00:00:00,JDL, 
 986A,A,W,Emitter Location/Identification Technician,, 2000-01-12 00:00:00,JDL, 
 988A,A,W,Voice Intercept Technician,, 2000-01-12 00:00:00,JDL, 
 98B,A,E,EW/Cryptanalytic Cryptanalyst,, 2000-01-12 00:00:00,JDL, 
 98C,A,E,Signals Intelligence Analyst,, 2000-01-12 00:00:00,JDL, 
 98D,A,E,Emitter Locator/Identifier,, 2000-01-12 00:00:00,JDL, 
 98G,A,E,Voice Interceptor,, 2000-01-12 00:00:00,JDL, 
 98H,A,E,Communications Locator/Interceptor,, 2000-01-12 00:00:00,JDL, 
 98J,A,E,Electronic Intelligence Interceptor/Analyst,, 2000-01-12 00:00:00,JDL, 
 98K,A,E,Signals Collection/Identification Analyst,, 2000-01-12 00:00:00,JDL, 
 98X,A,E,EW/SIGINT Specialty (Linguist) (Reporting Code),, 2000-01-12 00:00:00,JDL, 
 98Z,A,E,Signals Intelligence/Electronic Warfare,, 2000-01-12 00:00:00,JDL, 
 99A,A,O,Combat Developments,, 2000-01-12 00:00:00,JDL, 
 MOS,A,O,Unknown,, 2000-01-12 00:00:00,JDL, 
 OOX,A,O,Reporting Classification,, 2000-01-12 00:00:00,JDL, 
 XXX,A,O,Any MOS Held by Officer of General Rank,, 2000-01-12 00:00:00,JDL, 
 XXX0X,A,E,Undergoing Training or MOS Reclassification,, 2000-01-12 00:00:00,JDL, 
 XXXDX,A,E,Undergoing Training or MOS Reclassification,, 2000-01-12 00:00:00,JDL, 
 XXXX,A,O,Any MOS Held by Officer of General Rank,, 2000-01-12 00:00:00,JDL, 
 XXXXH,A,E,Instructor-Any MOS With Suffix -H-,, 2000-01-12 00:00:00,JDL, 
 XXXXM,A,E,First Sergeant-Any MOS With Suffix -M-,, 2000-01-12 00:00:00,JDL, 
 XXXXS,A,E,Special Forces-Any MOS With Suffix -S-,, 2000-01-12 00:00:00,JDL, 
